file_name	relative_path_if_available	dataset_id	file_role	data_domain	source_type	source_url_or_local_manifest	file_size_bytes	sha256	compression_format	read_status	availability_status	used_in_F0	planned_F_section_use	audit_status	artifact_class	publication_destination	review_priority	note
F0_step3_inventory_and_markers.py	scripts/F0_setup/F0_step3_inventory_and_markers.py	F0	F0_formal_execution_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	56880	2E00FF5FDEC03DB6937ECC6E12EB5553445EF791B5D099B0C3F33D10E3A81E2F	py	checksum_recorded	project_local_available	true	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
F0_step4_decisions_and_gate.py	scripts/F0_setup/F0_step4_decisions_and_gate.py	F0	F0_formal_execution_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	61512	5E768FC5A1CCBAC6C4E50D99BB6C8AB5A6AB3F1BD4DFBB75B80CFF52CEC2F007	py	checksum_recorded	project_local_available	true	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
run_F0_full_audit.py	scripts/F0_setup/run_F0_full_audit.py	F0	F0_formal_execution_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	1857	629CC1C5F44BB0FB4951549073A75D8696A5334D234976C959B4CD2FA4590901	py	checksum_recorded	project_local_available	true	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
validate_F0_readonly.py	scripts/F0_setup/validate_F0_readonly.py	F0	F0_readonly_validation_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	15563	4B92484EFF5E97DD126F098D62787A6B26A3D7DFEEFEEF4D59DD2649A24181F4	py	checksum_recorded	project_local_available	pre_execution_validation	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
requirements.txt	environment/F0/requirements.txt	F0	F0_pip_dependency_lock	execution_environment	git_tracked_F0_environment_lock	environment/environment_lock_manifest.tsv	138	7860DAAB429AFE8D3B4F61E0B36478F13B1C65296732102B8FC06DA27D66D605	txt	checksum_recorded	project_local_available	environment_reproduction_contract	F0_only	environment_checksum_locked_at_F0_execution	audit_trail	not_planned	full	F0-only dependency specification; pip and Conda are alternative setup routes, not two environments to combine-install.
environment.yml	environment/F0/environment.yml	F0	F0_conda_environment_specification	execution_environment	git_tracked_F0_environment_lock	environment/environment_lock_manifest.tsv	223	1BB29007B8E641360739554D3D1F079043FBBF1F1D33FBB128713DE536A43BD1	yml	checksum_recorded	project_local_available	environment_reproduction_contract	F0_only	environment_checksum_locked_at_F0_execution	audit_trail	not_planned	full	F0-only dependency specification; pip and Conda are alternative setup routes, not two environments to combine-install.
project_structure_ready.txt	data/metadata/project_structure_ready.txt	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	1039	4497C6109DAF7D3C31889DD1D9EF26AFAE18B978D51DB72BF7E96F0EC9312232	txt	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
analysis_log.md	logs/F0_setup/analysis_log.md	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	4478	B36659E24E25DF476C958E1113DA470B977C9F6D772A25BC7562B515321F7636	md	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
sample_info.tsv	data/metadata/sample_info.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	21173	D75624BA246C95EDD4C15EE97606BCFB4F5662FF95B3E5F3E523234291455C3A	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
data_audit.tsv	data/metadata/data_audit.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	153118	DBB58AA5FAE0C531FE059C9B1AA9283DD5C02BF8FE1DC2CBB378986FE6DFC8C8	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
processed_input_manifest.tsv	data/metadata/processed_input_manifest.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	20165	E7FFBB5A8FA976C50F6907866DACCC15834F37A209199D324D02BDE1B56080A2	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
F0_dataset_inventory.tsv	data/metadata/F0_dataset_inventory.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	23724	2EF9D85EB17DD17C639AB4A4A0F6076DC691D9A50B0CA585D721B6BF74DE97C6	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
F0_file_manifest.tsv	data/metadata/F0_file_manifest.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	93428		tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	Self-manifest SHA256 intentionally blank
F0_metadata_field_inventory.tsv	data/metadata/F0_metadata_field_inventory.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	20177	1B370B74D2AF01628CAC57846E9DEC56C4EBC83EEAAC9D12444B55395B1ABB86	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
F0_author_processing_audit.tsv	data/metadata/F0_author_processing_audit.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	19448	8E10B6C457C1E42DE653D97872D5A9484833EFE6F68D3C254112D1EB956F59C3	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	gate_decision	not_planned	full	
F0_data_readiness_by_F_section.tsv	data/metadata/F0_data_readiness_by_F_section.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	4431	A3B9AEA9DB04D2E0FEA34F9B96BF7CBD6DA8D3FCFEA97EC2FF1AD200ECCF04E1	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
F0_external_resource_inventory.tsv	data/metadata/F0_external_resource_inventory.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	3181	FD9D553A08745E066E6F5C017B9BD64301C2F9CA534BB22B6F88E7E03AD103F8	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
F0_method_prior_decision.tsv	data/metadata/F0_method_prior_decision.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	4518	7E8C4D7FC8C7C7940D2F7D33433BA34ECDC1DC32EDB00B4A2029BF3FA9AD12C3	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
decision_evidence_log.tsv	data/metadata/decision_evidence_log.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	4863	7DAF95B445AADF1F33BD868314DBEB409F5463D697BD30713106DE69159F9BDF	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
excluded_samples.tsv	data/metadata/excluded_samples.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	337	3179CA1A1F299562445C9B12B17ACBBCAC41D02446697163B81209EAC431034C	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	not_planned	standard	
F0_gate_checklist.tsv	results/F0_audit/F0_gate_checklist.tsv	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	3726	A3C0C08CEEB6310E90106A09D39D56E7FA6CDCFF84CF1AC4C21EBB729D825784	tsv	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	gate_decision	not_planned	standard	
F0_global_data_reconnaissance_report.md	results/F0_audit/F0_global_data_reconnaissance_report.md	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	3063	711506C3ACB80E2DF3A43BC4AC262B313676321185AF39C2CA89806EAB662876	md	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	audit_trail	undecided	standard	
F0_execution_report.md	results/F0_audit/F0_execution_report.md	F0	F0_generated_output	audit	generated_by_staged_F0_scripts	scripts/F0_setup/run_F0_full_audit.py	1761	304254272705031FDB6B8D403FE9B3BE83F3B1C911A9D9D4858B45FB601C37A1	md	written	project_local_available	true	F0,F1-F8_as_relevant	generated_by_current_staged_scripts	gate_decision	undecided	standard	
